,subject,response_raw,p_val,size,avg,act_as,play_against,temp,response
788,89,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
789,90,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
790,91,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
791,92,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
792,93,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
793,94,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
794,95,"[ContentBlock(text='[66]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,66
795,96,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
796,97,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
797,98,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
798,99,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
799,100,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
800,1,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
801,2,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
802,3,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
803,4,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
804,5,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
805,6,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
806,7,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
807,8,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
808,9,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
809,10,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
810,11,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
811,12,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
812,13,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
813,14,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
814,15,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
815,16,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
816,17,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
817,18,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
818,19,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
819,20,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
820,21,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
821,22,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
822,23,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
823,24,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
824,25,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
825,26,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
826,27,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
827,28,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
828,29,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
829,30,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
830,31,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
831,32,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
832,33,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
833,34,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
834,35,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
835,36,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
836,37,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
837,38,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
838,39,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
839,40,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
840,41,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
841,42,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
842,43,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
843,44,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
844,45,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
845,46,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
846,47,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
847,48,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
848,49,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
849,50,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
850,51,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
851,52,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
852,53,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
853,54,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
854,55,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
855,56,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
856,57,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
857,58,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
858,59,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
859,60,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
860,61,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
861,62,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
862,63,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
863,64,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
864,65,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
865,66,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
866,67,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
867,68,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
868,69,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
869,70,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
870,71,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
871,72,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
872,73,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
873,74,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
874,75,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
875,76,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
876,77,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
877,78,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
878,79,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
879,80,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
880,81,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
881,82,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
882,83,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
883,84,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
884,85,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
885,86,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
886,87,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
887,88,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
888,89,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
889,90,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
890,91,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
891,92,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
892,93,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
893,94,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
894,95,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
895,96,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
896,97,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
897,98,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
898,99,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
899,100,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.75,33
