X,subject,LLM,p0,p1,p2,p3,p4,p5,n_round1,n_round2,n_round3,n_round4,n_round5,n_round6,n_round7,n_round8,n_round9,n_round10,n_round11,n_round12,n_round13,n_round14,n_round15,n_round16,treatment,temperature,ci_lower_p0,ci_upper_p0,ci_lower_p1,ci_upper_p1,ci_lower_p2,ci_upper_p2,ci_lower_p3,ci_upper_p3,ci_lower_p4,ci_upper_p4,ci_lower_p5,ci_upper_p5,ci_lower_n_round1,ci_upper_n_round1,ci_lower_n_round2,ci_upper_n_round2,ci_lower_n_round3,ci_upper_n_round3,ci_lower_n_round4,ci_upper_n_round4,ci_lower_n_round5,ci_upper_n_round5,ci_lower_n_round6,ci_upper_n_round6,ci_lower_n_round7,ci_upper_n_round7,ci_lower_n_round8,ci_upper_n_round8,ci_lower_n_round9,ci_upper_n_round9,ci_lower_n_round10,ci_upper_n_round10,ci_lower_n_round11,ci_upper_n_round11,ci_lower_n_round12,ci_upper_n_round12,ci_lower_n_round13,ci_upper_n_round13,ci_lower_n_round14,ci_upper_n_round14,ci_lower_n_round15,ci_upper_n_round15,ci_lower_n_round16,ci_upper_n_round16
74,74,chatgpto1,0.25161354,0.060797585,1.95E-08,1.95E-08,1.95E-08,0.687588816,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
75,75,chatgpto1,0.264739622,0.235257816,1.71E-08,1.71E-08,1.71E-08,0.500002511,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
76,76,chatgpto1,0.320046362,0.117396427,1.38E-08,1.38E-08,1.38E-08,0.56255717,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
77,77,chatgpto1,0.619755242,3.39E-08,0.06774495,3.39E-08,1.83E-08,0.312499722,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
78,78,chatgpto1,0.203806238,0.233368777,2.90E-09,2.52E-09,8.18E-07,0.562824162,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
79,79,chatgpto1,0.269423471,0.355575183,2.27E-08,1.85E-09,2.24E-08,0.375001299,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
80,80,chatgpto1,0.307387862,0.219174487,0.051560848,0.04686128,5.28E-08,0.375015471,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
81,81,chatgpto1,0.407335122,0.092660241,1.77E-08,1.77E-08,1.77E-08,0.500004583,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
82,82,chatgpto1,0.582032546,0.230468399,1.69E-08,1.68E-08,1.64E-08,0.187499005,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
83,83,chatgpto1,0.337901731,0.224598247,2.09E-08,1.49E-08,2.09E-08,0.437499965,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
84,84,chatgpto1,0.266483951,0.421010682,1.43E-08,1.14E-08,2.29E-08,0.312505318,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
85,85,chatgpto1,0.330959208,0.168651457,9.42E-09,2.30E-08,2.12E-08,0.500389282,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
86,86,chatgpto1,0.3346691,0.227830421,2.03E-08,1.78E-08,2.02E-08,0.43750042,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
87,87,chatgpto1,0.358430646,0.016561987,8.45E-07,1.10E-06,8.46E-07,0.625004571,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
88,88,chatgpto1,0.280579336,0.231234893,0.050697267,2.73E-08,2.98E-08,0.437488447,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
89,89,chatgpto1,0.333033667,0.416965365,1.50E-08,1.43E-08,1.50E-08,0.250000923,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
90,90,chatgpto1,0.459940288,0.059385661,0.043145469,2.06E-08,2.06E-08,0.43752854,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
91,91,chatgpto1,0.268937458,0.355919034,2.82E-08,9.52E-09,2.82E-08,0.375143442,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
92,92,chatgpto1,0.333959509,0.041044308,1.17E-08,1.17E-08,1.17E-08,0.624996148,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
93,93,chatgpto1,0.519582218,0.230408848,2.17E-08,2.33E-08,7.05E-09,0.250008882,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
94,94,chatgpto1,0.499987655,7.11E-07,4.12E-09,1.98E-08,1.26E-08,0.500011598,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
95,95,chatgpto1,0.518137434,0.04436137,1.96E-08,8.67E-09,1.99E-08,0.437501148,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
96,96,chatgpto1,0.483608817,0.141388677,1.37E-08,2.40E-08,1.38E-08,0.375002454,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
97,97,chatgpto1,0.324074367,0.238414582,1.80E-08,1.87E-08,1.86E-08,0.437510995,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
98,98,chatgpto1,0.402656248,0.284818859,2.01E-08,1.34E-08,2.31E-08,0.312524837,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
99,99,chatgpto1,0.327102888,0.235112163,1.97E-08,1.83E-08,1.96E-08,0.437784891,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
100,100,chatgpto1,0.337162512,0.162829159,2.02E-08,2.01E-08,2.01E-08,0.500008269,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
1,1,claude3,0.650080559,0.261887455,0.02550093,6.31E-09,5.26E-08,0.062530996,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
2,2,claude3,0.573892393,0.337514101,2.03E-08,2.82E-08,0.026091064,0.062502394,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
3,3,claude3,0.552954702,0.336111011,2.14E-08,2.01E-08,4.62E-08,0.110934199,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
4,4,claude3,0.467153575,0.47032785,2.05E-08,3.14E-08,3.13E-08,0.062518493,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
5,5,claude3,0.661335461,0.27616322,1.57E-10,3.16E-09,7.52E-08,0.06250124,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
6,6,claude3,0.61792635,0.257070879,6.02E-09,3.13E-09,6.17E-08,0.1250027,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
7,7,claude3,0.54383583,0.456164113,5.13E-09,1.57E-08,1.31E-08,2.24E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
8,8,claude3,0.471420005,0.528579804,1.19E-07,2.31E-08,2.26E-08,2.58E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
9,9,claude3,0.530401669,0.40709714,3.28E-08,1.74E-08,5.27E-08,0.062501088,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
10,10,claude3,0.332750569,0.667249392,1.02E-08,8.63E-09,1.01E-08,1.01E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
11,11,claude3,0.463434941,0.536565017,1.89E-09,1.02E-08,1.51E-08,1.51E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
12,12,claude3,0.681507791,0.262100258,0.037422354,1.04E-08,0.018969548,3.88E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
13,13,claude3,0.598654616,0.330862467,0.046327803,2.53E-08,0.024155066,2.23E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
14,14,claude3,0.36259118,0.408062379,0.048358964,2.89E-08,4.13E-08,0.180987406,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
15,15,claude3,0.635925742,0.34155277,1.62E-06,1.78E-06,0.022515114,2.97E-06,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
16,16,claude3,0.655313822,0.258384511,6.10E-11,9.42E-09,0.086301582,7.53E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
17,17,claude3,0.494376709,0.40465455,2.81E-08,2.79E-08,0.100968655,2.99E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
18,18,claude3,0.592371668,0.259224,5.57E-08,1.40E-08,0.050655716,0.097748547,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
19,19,claude3,0.508220223,0.399021567,2.15E-08,3.31E-08,0.03025743,0.062500726,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
20,20,claude3,0.471331061,0.403625917,2.38E-08,1.04E-08,3.76E-08,0.12504295,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
21,21,claude3,0.401152677,0.598847006,2.64E-07,1.47E-08,1.89E-08,1.85E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
22,22,claude3,0.572383913,0.399821573,3.30E-09,2.34E-08,0.027794465,2.15E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
23,23,claude3,0.568647203,0.404629437,1.56E-08,1.74E-08,0.02672328,4.62E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
24,24,claude3,0.857426494,0.080072956,5.27E-08,2.35E-08,1.64E-08,0.062500458,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
25,25,claude3,0.402853709,0.482828048,8.84E-09,1.99E-08,3.64E-08,0.114318178,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
26,26,claude3,0.638699792,0.195601703,0.103195812,2.48E-08,4.44E-08,0.062502624,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
27,27,claude3,0.066167755,0.933832211,3.26E-09,1.93E-11,1.47E-08,1.55E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
28,28,claude3,0.750516702,0.18698496,3.32E-08,2.01E-08,3.93E-08,0.062498246,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
29,29,claude3,0.999999918,1.94E-08,1.06E-08,1.28E-08,1.94E-08,1.94E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
30,30,claude3,0.936447651,0.000550873,1.68E-05,1.66E-05,0.000467288,0.062500849,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
31,31,claude3,0.646002712,0.33076694,6.41E-08,1.80E-08,0.023230249,1.70E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
